nazwa_produktu,producent,jednostka_ceny,waga,średnica,dlugość,szerokość,wysokość,grubość,typ_pakowania,jednostka_zakupu,typ_jednostki_zakupu
Uchwyt TECLIT HA,ROCKWOOL,szt,,,,54,,25,karton,1,paczka
Uchwyt TECLIT HA,ROCKWOOL,szt,,,,54,,30,karton,1,paczka
Uchwyt TECLIT HA,ROCKWOOL,szt,,,,54,,40,karton,1,paczka
Uchwyt TECLIT HA,ROCKWOOL,szt,,,,54,,50,karton,1,paczka
Uchwyt TECLIT HA,ROCKWOOL,szt,,,,54,,60,karton,1,paczka
Uchwyt TECLIT HA,ROCKWOOL,szt,,,,60,,20,karton,1,paczka
Uchwyt TECLIT HA,ROCKWOOL,szt,,,,60,,25,karton,1,paczka
Uchwyt TECLIT HA,ROCKWOOL,szt,,,,60,,30,karton,1,paczka
Uchwyt TECLIT HA,ROCKWOOL,szt,,,,60,,40,karton,1,paczka
Uchwyt TECLIT HA,ROCKWOOL,szt,,,,60,,60,karton,1,paczka
Uchwyt TECLIT HA,ROCKWOOL,szt,,,,64,,20,karton,1,paczka
Uchwyt TECLIT HA,ROCKWOOL,szt,,,,64,,25,karton,1,paczka
Uchwyt TECLIT HA,ROCKWOOL,szt,,,,64,,30,karton,1,paczka
Uchwyt TECLIT HA,ROCKWOOL,szt,,,,64,,40,karton,1,paczka
Uchwyt TECLIT HA,ROCKWOOL,szt,,,,64,,60,karton,1,paczka
Uchwyt TECLIT HA,ROCKWOOL,szt,,,,64,,70,karton,1,paczka
Uchwyt TECLIT HA,ROCKWOOL,szt,,,,70,,20,karton,1,paczka
Uchwyt TECLIT HA,ROCKWOOL,szt,,,,70,,25,karton,1,paczka
Uchwyt TECLIT HA,ROCKWOOL,szt,,,,70,,30,karton,1,paczka
Uchwyt TECLIT HA,ROCKWOOL,szt,,,,70,,40,karton,1,paczka
Uchwyt TECLIT HA,ROCKWOOL,szt,,,,70,,70,karton,1,paczka
Uchwyt TECLIT HA,ROCKWOOL,szt,,,,76,,20,karton,1,paczka
Uchwyt TECLIT HA,ROCKWOOL,szt,,,,76,,25,karton,1,paczka
Uchwyt TECLIT HA,ROCKWOOL,szt,,,,76,,30,karton,1,paczka
Uchwyt TECLIT HA,ROCKWOOL,szt,,,,76,,40,karton,1,paczka
Uchwyt TECLIT HA,ROCKWOOL,szt,,,,76,,70,karton,1,paczka
Uchwyt TECLIT HA,ROCKWOOL,szt,,,,76,,80,karton,1,paczka
Uchwyt TECLIT HA,ROCKWOOL,szt,,,,89,,20,karton,1,paczka
Uchwyt TECLIT HA,ROCKWOOL,szt,,,,89,,25,karton,1,paczka
Uchwyt TECLIT HA,ROCKWOOL,szt,,,,89,,30,karton,1,paczka
Uchwyt TECLIT HA,ROCKWOOL,szt,,,,89,,40,karton,1,paczka
Uchwyt TECLIT HA,ROCKWOOL,szt,,,,89,,50,karton,1,paczka
Uchwyt TECLIT HA,ROCKWOOL,szt,,,,89,,100,karton,1,paczka
Uchwyt TECLIT HA,ROCKWOOL,szt,,,,108,,25,karton,1,paczka
Uchwyt TECLIT HA,ROCKWOOL,szt,,,,108,,30,karton,1,paczka
Uchwyt TECLIT HA,ROCKWOOL,szt,,,,108,,40,karton,1,paczka
Uchwyt TECLIT HA,ROCKWOOL,szt,,,,108,,50,karton,1,paczka
Uchwyt TECLIT HA,ROCKWOOL,szt,,,,108,,100,karton,1,paczka
Uchwyt TECLIT HA,ROCKWOOL,szt,,,,114,,25,karton,1,paczka
Uchwyt TECLIT HA,ROCKWOOL,szt,,,,114,,30,karton,1,paczka
Uchwyt TECLIT HA,ROCKWOOL,szt,,,,114,,40,karton,1,paczka
Uchwyt TECLIT HA,ROCKWOOL,szt,,,,114,,50,karton,1,paczka
Uchwyt TECLIT HA,ROCKWOOL,szt,,,,114,,100,karton,1,paczka
Uchwyt TECLIT HA,ROCKWOOL,szt,,,,140,,25,karton,1,paczka
Uchwyt TECLIT HA,ROCKWOOL,szt,,,,140,,30,karton,1,paczka
Uchwyt TECLIT HA,ROCKWOOL,szt,,,,140,,40,karton,1,paczka
Uchwyt TECLIT HA,ROCKWOOL,szt,,,,140,,50,karton,1,paczka
Uchwyt TECLIT HA,ROCKWOOL,szt,,,,140,,100,karton,1,paczka
Uchwyt TECLIT HA,ROCKWOOL,szt,,,,159,,25,karton,1,paczka
Uchwyt TECLIT HA,ROCKWOOL,szt,,,,159,,30,karton,1,paczka
Uchwyt TECLIT HA,ROCKWOOL,szt,,,,159,,40,karton,1,paczka
Uchwyt TECLIT HA,ROCKWOOL,szt,,,,159,,50,karton,1,paczka
Uchwyt TECLIT HA,ROCKWOOL,szt,,,,159,,100,karton,1,paczka
Uchwyt TECLIT HA,ROCKWOOL,szt,,,,169,,40,karton,1,paczka
Uchwyt TECLIT HA,ROCKWOOL,szt,,,,219,,50,karton,1,paczka
Uchwyt TECLIT HA,ROCKWOOL,szt,,,,169,,100,karton,1,paczka
Uchwyt TECLIT HA,ROCKWOOL,szt,,,,219,,40,karton,1,paczka
Uchwyt TECLIT HA,ROCKWOOL,szt,,,,219,,100,karton,1,paczka
TECLIT AT,ROCKWOOL,szt,,,50,50,,,karton,1,paczka
TECLIT AT,ROCKWOOL,szt,,,50,75,,,karton,1,paczka
TECLIT AT,ROCKWOOL,szt,,,50,100,,,karton,1,paczka
TECLIT AT,ROCKWOOL,szt,,,20,50,,,karton,1,paczka
TECLIT AT,ROCKWOOL,szt,,,20,150,,,karton,1,paczka
INDUSTRIAL BATTS BLACK 60,ROCKWOOL,M2,,,2000,1200,,30,paleta,1,pełna paleta
INDUSTRIAL BATTS BLACK 60,ROCKWOOL,M2,,,2000,1200,,50,paleta,1,pełna paleta
INDUSTRIAL BATTS BLACK 60,ROCKWOOL,M2,,,2000,1200,,100,paleta,1,pełna paleta
INDUSTRIAL BATTS BLACK 60Z z dwustronnym welonem,ROCKWOOL,M2,,,2000,1200,,50,paleta,1,pełna paleta
INDUSTRIAL BATTS BLACK 60Z z dwustronnym welonem,ROCKWOOL,M2,,,2000,1200,,100,paleta,1,pełna paleta
INDUSTRIAL BATTS BLACK 80,ROCKWOOL,M2,,,2000,1200,,15,paleta,1,pełna paleta
INDUSTRIAL BATTS BLACK 80,ROCKWOOL,M2,,,2000,1200,,20,paleta,1,pełna paleta
Sternbild,OWA,M2,,,600,600,,15,paczka,1,pełna paleta
Sternbild,OWA,M2,,,600,600,,15,paczka,1,pełna paleta
Sternbild,OWA,M2,,,600,600,,15,paczka,1,pełna paleta
Sternbild,OWA,M2,,,1200,600,,15,paczka,1,pełna paleta
Sternbild,OWA,M2,,,1200,600,,15,paczka,1,pełna paleta
Sternbild,OWA,M2,,,1200,600,,15,paczka,1,pełna paleta
Futura ,OWA,M2,,,600,600,,15,paczka,1,pełna paleta
Futura ,OWA,M2,,,600,600,,15,paczka,1,pełna paleta
Futura ,OWA,M2,,,600,600,,15,paczka,1,pełna paleta
Futura ,OWA,M2,,,1200,600,,15,paczka,1,pełna paleta
Futura ,OWA,M2,,,1200,600,,15,paczka,1,pełna paleta
Futura ,OWA,M2,,,1200,600,,15,paczka,1,pełna paleta
Harmony ,OWA,M2,,,600,600,,15,paczka,1,pełna paleta
Harmony ,OWA,M2,,,600,600,,15,paczka,1,pełna paleta
Harmony ,OWA,M2,,,600,600,,15,paczka,1,pełna paleta
Harmony ,OWA,M2,,,1200,600,,15,paczka,1,pełna paleta
Harmony ,OWA,M2,,,1200,600,,15,paczka,1,pełna paleta
Harmony ,OWA,M2,,,1200,600,,15,paczka,1,pełna paleta
Finetta ,OWA,M2,,,600,600,,15,paczka,1,pełna paleta
Finetta ,OWA,M2,,,600,600,,15,paczka,1,pełna paleta
Finetta ,OWA,M2,,,600,600,,15,paczka,1,pełna paleta
Finetta ,OWA,M2,,,1200,600,,15,paczka,1,pełna paleta
Finetta ,OWA,M2,,,1200,600,,15,paczka,1,pełna paleta
Finetta ,OWA,M2,,,1200,600,,15,paczka,1,pełna paleta
Schlicht ,OWA,M2,,,600,600,,15,paczka,1,pełna paleta
Schlicht ,OWA,M2,,,600,600,,15,paczka,1,pełna paleta
Schlicht ,OWA,M2,,,600,600,,15,paczka,1,pełna paleta
Schlicht ,OWA,M2,,,1200,600,,15,paczka,1,pełna paleta
Schlicht ,OWA,M2,,,1200,600,,15,paczka,1,pełna paleta
Schlicht ,OWA,M2,,,1200,600,,15,paczka,1,pełna paleta
Schlicht ,OWA,M2,,,600,600,,20,paczka,1,pełna paleta
Universal ,OWA,M2,,,600,600,,15,paczka,1,pełna paleta
Universal ,OWA,M2,,,1200,600,,15,paczka,1,pełna paleta
New Sandila O/N ,OWA,M2,,,600,600,,15,paczka,1,pełna paleta
New Sandila O/N ,OWA,M2,,,600,600,,15,paczka,1,pełna paleta
New Sandila O/N ,OWA,M2,,,600,600,,15,paczka,1,pełna paleta
New Sandila O/N ,OWA,M2,,,1200,600,,15,paczka,1,pełna paleta
New Sandila O/N ,OWA,M2,,,1200,600,,15,paczka,1,pełna paleta
New Sandila O/N ,OWA,M2,,,1200,600,,15,paczka,1,pełna paleta
New Sandila NRC ,OWA,M2,,,600,600,,15,paczka,1,pełna paleta
New Sandila NRC ,OWA,M2,,,600,600,,15,paczka,1,pełna paleta
New Sandila NRC ,OWA,M2,,,600,600,,15,paczka,1,pełna paleta
New Sandila NRC ,OWA,M2,,,1200,600,,15,paczka,1,pełna paleta
New Sandila NRC ,OWA,M2,,,1200,600,,15,paczka,1,pełna paleta
New Sandila NRC ,OWA,M2,,,1200,600,,15,paczka,1,pełna paleta
Multi Alpha ,OWA,M2,,,600,600,,15,paczka,1,pełna paleta
Multi Alpha ,OWA,M2,,,1200,600,,15,paczka,1,pełna paleta
Cosmos O/N ,OWA,M2,,,600,600,,15,paczka,1,pełna paleta
Cosmos O/N ,OWA,M2,,,600,600,,15,paczka,1,pełna paleta
Cosmos O/N ,OWA,M2,,,600,600,,15,paczka,1,pełna paleta
Cosmos O/N ,OWA,M2,,,1200,600,,15,paczka,1,pełna paleta
Cosmos O/N ,OWA,M2,,,1200,600,,15,paczka,1,pełna paleta
Cosmos O/N ,OWA,M2,,,1200,600,,15,paczka,1,pełna paleta
Ocean ,OWA,M2,,,600,600,,15,paczka,1,pełna paleta
Ocean ,OWA,M2,,,600,600,,19,paczka,1,pełna paleta
Sinfonia ,OWA,M2,,,600,600,,15,paczka,1,pełna paleta
Sinfonia ,OWA,M2,,,600,600,,15,paczka,1,pełna paleta
Sinfonia ,OWA,M2,,,1200,600,,15,paczka,1,pełna paleta
Sinfonia ,OWA,M2,,,1200,600,,15,paczka,1,pełna paleta
Bolero ,OWA,M2,,,600,600,,15,paczka,1,pełna paleta
Bolero ,OWA,M2,,,600,600,,15,paczka,1,pełna paleta
Bolero ,OWA,M2,,,1200,600,,15,paczka,1,pełna paleta
Bolero ,OWA,M2,,,1200,600,,15,paczka,1,pełna paleta
OWAlux biały,OWA,M2,,,600,600,,15,paczka,1,pełna paleta
OWAlux srebrny,OWA,M2,,,600,600,,15,paczka,1,pełna paleta
Harmony smart,OWA,M2,,,600,600,,14,paczka,1,pełna paleta
Harmony smart,OWA,M2,,,600,600,,14,paczka,1,pełna paleta
Futura smart,OWA,M2,,,600,600,,14,paczka,1,pełna paleta
Futura smart,OWA,M2,,,600,600,,14,paczka,1,pełna paleta
Sternbild smart,OWA,M2,,,600,600,,14,paczka,1,pełna paleta
Sternbild smart,OWA,M2,,,600,600,,14,paczka,1,pełna paleta
Finetta smart,OWA,M2,,,600,600,,14,paczka,1,pełna paleta
Finetta smart,OWA,M2,,,600,600,,14,paczka,1,pełna paleta
New Sandila smart/O ,OWA,M2,,,600,600,,14,paczka,1,pełna paleta
New Sandila smart/O ,OWA,M2,,,1200,600,,14,paczka,1,pełna paleta
New Sandila smart/O ,OWA,M2,,,600,600,,14,paczka,1,pełna paleta
New Sandila smart/N ,OWA,M2,,,600,600,,14,paczka,1,pełna paleta
Schlicht smart ,OWA,M2,,,600,600,,14,paczka,1,pełna paleta
Schlicht smart ,OWA,M2,,,600,600,,14,paczka,1,pełna paleta
Schlicht smart ,OWA,M2,,,1200,600,,14,paczka,1,pełna paleta
Cosmos ,OWA,M2,,,600,600,,20,paczka,1,pełna paleta
Sinfonia C ,OWA,M2,,,600,600,,20,paczka,1,pełna paleta
Humancare ,OWA,M2,,,600,600,,15,paczka,1,pełna paleta
Sinfonia czarna ,OWA,M2,,,600,600,,15,paczka,1,pełna paleta
Sinfonia szara ,OWA,M2,,,600,600,,15,paczka,1,pełna paleta
mavroc Sternbild ,OWA,M2,,,600,600,,15,paczka,1,pełna paleta
mavroc Cosmos/O ,OWA,M2,,,600,600,,15,paczka,1,pełna paleta
mavroc Cosmos/N ,OWA,M2,,,600,600,,15,paczka,1,pełna paleta
sanitas 02 Sternbild ,OWA,M2,,,600,600,,15,paczka,1,pełna paleta
sanitas 02 Schlicht ,OWA,M2,,,600,600,,15,paczka,1,pełna paleta
Brillianto,OWA,M2,,,600,600,,12,paczka,1,pełna paleta
Brillianto A ,OWA,M2,,,600,600,,15,paczka,1,pełna paleta
Brillianto A ,OWA,M2,,,600,1200,,15,paczka,1,pełna paleta
Brillianto A ,OWA,M2,,,600,600,,19,paczka,1,pełna paleta
Skrzynka ogniowa,OWA,szt,,,600,600,,16,,,
RIGIPS PRO typ A (GKB),RIGIPS,M2,7.2,,2000,1200,,9.5,,1,pełna paleta
RIGIPS PRO typ A (GKB),RIGIPS,M2,7.2,,2600,1200,,9.5,,1,pełna paleta
RIGIPS PRO typ A (GKB),RIGIPS,M2,7.2,,3000,1200,,9.5,,1,pełna paleta
RIGIPS PRO typ A (GKB),RIGIPS,M2,8.1,,2000,1200,,9.5,,1,pełna paleta
RIGIPS PRO typ A (GKB),RIGIPS,M2,8.1,,2600,1200,,9.5,,1,pełna paleta
RIGIPS PRO typ A (GKB),RIGIPS,M2,8.1,,2750,1200,,9.5,,1,pełna paleta
RIGIPS PRO typ A (GKB),RIGIPS,M2,8.1,,3000,1200,,9.5,,1,pełna paleta
RIGIPS PRO Hydro typ H2 (GKBI),RIGIPS,M2,8.4,,2000,1200,,12.5,,1,pełna paleta
RIGIPS PRO Hydro typ H2 (GKBI),RIGIPS,M2,8.4,,2600,1200,,12.5,,1,pełna paleta
RIGIPS PRO Hydro typ H2 (GKBI),RIGIPS,M2,8.4,,3000,1200,,12.5,,1,pełna paleta
RIGIPS PRO Fire F,RIGIPS,M2,9.3,,2000,1200,,12.5,,1,pełna paleta
RIGIPS PRO Fire F,RIGIPS,M2,9.3,,2600,1200,,12.5,,1,pełna paleta
RIGIPS PRO Fire F,RIGIPS,M2,9.3,,3000,1200,,12.5,,1,pełna paleta
RIGIPS PRO Fire+ typ DF (GKF),RIGIPS,M2,10.1,,2000,1200,,12.5,,1,pełna paleta
RIGIPS PRO Fire+ typ DF (GKF),RIGIPS,M2,10.1,,2600,1200,,12.5,,1,pełna paleta
RIGIPS PRO Fire+ typ DF (GKF),RIGIPS,M2,10.1,,3000,1200,,12.5,,1,pełna paleta
RIGIPS PRO Fire+ typ DF (GKF),RIGIPS,M2,12.1,,2000,1200,,15,,1,pełna paleta
RIGIPS PRO Fire+ typ DF (GKF),RIGIPS,M2,12.1,,2500,1200,,15,,1,pełna paleta
RIGIPS PRO Fire+ typ DF (GKF),RIGIPS,M2,12.1,,2600,1200,,15,,1,pełna paleta
RIGIPS PRO Fire+ typ DF (GKF),RIGIPS,M2,12.1,,3000,1200,,15,,1,pełna paleta
RIGIPS PRO Fire+ typ DF (GKF),RIGIPS,M2,14.5,,2000,1200,,18,,1,pełna paleta
RIGIPS PRO Fire+ Hydro typ DFH2 (GKFI),RIGIPS,M2,10.1,,2000,1200,,12.5,,1,pełna paleta
RIGIPS PRO Fire+ Hydro typ DFH2 (GKFI),RIGIPS,M2,10.1,,2600,1200,,12.5,,1,pełna paleta
RIGIPS PRO Fire+ Hydro typ DFH2 (GKFI),RIGIPS,M2,10.1,,3000,1200,,12.5,,1,pełna paleta
RIGIPS PRO Fire+ Hydro typ DFH2 (GKFI),RIGIPS,M2,12.1,,2600,1200,,15,,1,pełna paleta
RIGIPS 4PROTM,RIGIPS,M2,8.8,,2000,1200,,12.5,,1,pełna paleta
RIGIPS 4PROTM,RIGIPS,M2,8.8,,2600,1200,,12.5,,1,pełna paleta
RIGIPS 4PROTM Activ'Air®,RIGIPS,M2,8.8,,2600,1200,,12.5,,1,pełna paleta
RIGIPS 4PROTM Hydro typ H2,RIGIPS,M2,8.8,,2000,1200,,12.5,,1,pełna paleta
RIGIPS 4PROTM Hydro typ H2,RIGIPS,M2,8.8,,2600,1200,,12.5,,1,pełna paleta
RIGIPS 4PROTM Fire typ F,RIGIPS,M2,9.4,,2000,1200,,12.5,,1,pełna paleta
RIGIPS 4PROTM Fire typ F,RIGIPS,M2,9.4,,2600,1200,,12.5,,1,pełna paleta
RIGIPS PRO Aku typ A (GKB),RIGIPS,M2,12,,2000,1200,,12.5,,1,pełna paleta
RIGIPS PRO Aku typ A (GKB),RIGIPS,M2,12,,2600,1200,,12.5,,1,pełna paleta
RIGIPS PRO Aku typ A (GKB),RIGIPS,M2,12,,3000,1200,,12.5,,1,pełna paleta
RIGIPS PRO Aku Hydro typ H2 (GKBI),RIGIPS,M2,12.1,,2000,1200,,12.5,,1,pełna paleta
RIGIPS PRO Aku Hydro typ H2 (GKBI),RIGIPS,M2,12.1,,2600,1200,,12.5,,1,pełna paleta
RIGIPS PRO Aku Fire+ typ DF (GKF),RIGIPS,M2,12.2,,3000,1200,,12.5,,1,pełna paleta
GLASROC GHS 9 R STORM,RIGIPS,M2,7.6,,2700,1200,,9.5,,1,pełna paleta
RIGIPS HABITO®,RIGIPS,M2,12,,2600,1200,,12.5,,1,pełna paleta
RIGIPS HABITO® H Hydro,RIGIPS,M2,12.2,,2600,1200,,12.5,,1,pełna paleta
RIGIPS PRO Duraline,RIGIPS,M2,12,,2600,1200,,12.5,,1,pełna paleta
RIGIPS PRO Duraline,RIGIPS,M2,14.5,,2600,1200,,15,,1,pełna paleta
RIGIPS Rigidur H,RIGIPS,M2,16.3,,2500,1195,,12.5,,1,pełna paleta
RIGIPS Rigidur H,RIGIPS,M2,16.3,,2600,1195,,12.5,,1,pełna paleta
RIGIPS Rigidur H,RIGIPS,M2,16.3,,3000,1195,,12.5,,1,pełna paleta
RIGIPS Rigidur H,RIGIPS,M2,12.5,,2500,1195,,10,,1,pełna paleta
RIGIPS Rigidur H,RIGIPS,M2,12.5,,3000,1195,,10,,1,pełna paleta
RIGIPS Rigidur H,RIGIPS,M2,18,,2640,1249,,15,,1,pełna paleta
RIGIPS PRO Flexi typ D,RIGIPS,M2,5.9,,2600,1200,,6.5,,1,pełna paleta
Glasroc F (Riflex) ,RIGIPS,M2,6,,2400,1200,,6,,1,pełna paleta
Gyptone BIG Curve,RIGIPS,M2,6.5,,2400,1200,,6.5,,1,pełna paleta
Gyptone BIG Curve,RIGIPS,M2,6.5,,2400,1200,,6.5,,1,pełna paleta
Gyptone BIG Curve,RIGIPS,M2,6.5,,2400,1200,,6.5,,1,pełna paleta
GLASROC H Ocean typ GM-FH1,RIGIPS,M2,10.5,,2000,1200,,12.5,,1,pełna paleta
GLASROC H Ocean typ GM-FH1,RIGIPS,M2,10.5,,2600,1200,,12.5,,1,pełna paleta
AQUAROC,RIGIPS,M2,13.5,,900,1200,,12.5,,1,pełna paleta
AQUAROC,RIGIPS,M2,13.5,,2500,1200,,12.5,,1,pełna paleta
AQUAROC,RIGIPS,M2,13.5,,3000,1200,,12.5,,1,pełna paleta
RIGIPS PRO Kompakt typ A,RIGIPS,M2,8.6,,1800,900,,12.5,,1,pełna paleta
RIGIPS PRO Kompakt Hydro typ H2,RIGIPS,M2,9.3,,1800,900,,12.5,,1,pełna paleta
RIGIPS Rigidur E,RIGIPS,M2,25.2,,1500,500,,20,,1,pełna paleta
RIGIPS Rigidur E,RIGIPS,M2,31.4,,1500,500,,25,,1,pełna paleta
RIGIPS Rigidur E,RIGIPS,M2,26.8,,1500,500,,30,,1,pełna paleta
RIGIPS RIGISTABIL,RIGIPS,M2,11.5,,1800,1250,,12.5,,1,pełna paleta
Glasroc F (Ridurit),RIGIPS,M2,12.8,,2000,1200,,15,,1,pełna paleta
Glasroc F (Ridurit),RIGIPS,M2,17,,2000,1200,,20,,1,pełna paleta
Glasroc F (Ridurit),RIGIPS,M2,21.3,,2000,1200,,25,,1,pełna paleta
Glasroc F (Ridurit),RIGIPS,M2,8.5,,2400,1200,,10,,1,pełna paleta
Glasroc F (Ridurit),RIGIPS,M2,10.6,,2400,1200,,12.5,,1,pełna paleta
Glasroc F (Ridurit),RIGIPS,M2,25.5,,2000,1200,,30,,1,pełna paleta
RIGITONE 6/18,RIGIPS,M2,8.32,,1998,1188,,12.5,,1,pełna paleta
RIGITONE 6/18,RIGIPS,M2,8.32,,1998,1188,,12.5,,1,pełna paleta
RIGITONE 8/18,RIGIPS,M2,8.76,,1998,1188,,12.5,,1,pełna paleta
RIGITONE 8/18,RIGIPS,M2,8.76,,1998,1188,,12.5,,1,pełna paleta
RIGITONE 10/23,RIGIPS,M2,8.83,,2001,1196,,12.5,,1,pełna paleta
RIGITONE 10/23,RIGIPS,M2,8.83,,2001,1196,,12.5,,1,pełna paleta
RIGITONE 12/25,RIGIPS,M2,8.49,,2000,1200,,12.5,,1,pełna paleta
RIGITONE 12/25,RIGIPS,M2,8.49,,2000,1200,,12.5,,1,pełna paleta
RIGITONE 15/30,RIGIPS,M2,8.34,,1998,1200,,12.5,,1,pełna paleta
RIGITONE 15/30,RIGIPS,M2,8.34,,1998,1200,,12.5,,1,pełna paleta
RIGITONE 12-20/66,RIGIPS,M2,8.39,,1998,1188,,12.5,,1,pełna paleta
RIGITONE 12-20/66,RIGIPS,M2,8.39,,1998,1188,,12.5,,1,pełna paleta
RIGITONE 8-15-20 Super,RIGIPS,M2,9.33,,1960,1200,,12.5,,1,pełna paleta
RIGITONE 8-15-20 Super,RIGIPS,M2,9.33,,1960,1200,,12.5,,1,pełna paleta
RIGITONE 12-20-35,RIGIPS,M2,9.22,,2000,1200,,12.5,,1,pełna paleta
RIGITONE 12-20-35,RIGIPS,M2,9.22,,2000,1200,,12.5,,1,pełna paleta
RIGITONE 8/18q,RIGIPS,M2,8.32,,1998,1188,,12.5,,1,pełna paleta
RIGITONE 8/18q,RIGIPS,M2,8.32,,1998,1188,,12.5,,1,pełna paleta
RIGITONE 12/25q,RIGIPS,M2,7.99,,2000,1200,,12.5,,1,pełna paleta
RIGITONE 12/25q,RIGIPS,M2,7.99,,2000,1200,,12.5,,1,pełna paleta
BIG QUATTRO Nr 40,RIGIPS,M2,8,,2400,1200,,12.5,,1,pełna paleta
BIG QUATTRO Nr 41,RIGIPS,M2,8,,2400,1200,,12.5,,1,pełna paleta
BIG QUATTRO Nr 42,RIGIPS,M2,8,,2400,1200,,12.5,,1,pełna paleta
BIG QUATTRO Nr 44,RIGIPS,M2,8,,2400,1200,,12.5,,1,pełna paleta
BIG QUATTRO Nr 46,RIGIPS,M2,8,,2400,1200,,12.5,,1,pełna paleta
BIG QUATTRO Nr 47,RIGIPS,M2,8,,2400,1200,,12.5,,1,pełna paleta
BIG QUATTRO Nr 71,RIGIPS,M2,8,,2400,1200,,12.5,,1,pełna paleta
BIG LINE Nr 6,RIGIPS,M2,8,,2400,1200,,12.5,,1,pełna paleta
BIG SIXTO Nr 63,RIGIPS,M2,8,,2400,1200,,12.5,,1,pełna paleta
CASOROC,RIGIPS,M2,6.2,,600,600,,8,,1,pełna paleta
CASOROC,RIGIPS,M2,6.2,,1200,600,,8,,1,pełna paleta
CASOSTAR,RIGIPS,M2,6.2,,600,600,,8,,1,pełna paleta
CASOSTAR,RIGIPS,M2,6.2,,1200,600,,8,,1,pełna paleta
CASOBIANCA,RIGIPS,M2,6.2,,600,600,,8,,1,pełna paleta
CASOBIANCA,RIGIPS,M2,6.2,,1200,600,,8,,1,pełna paleta
GYPREX Alba,RIGIPS,M2,7.48,,600,600,,9.5,,1,pełna paleta
GYPREX Asepta/Bio,RIGIPS,M2,6.9,,600,600,,8,,1,pełna paleta
GYPREX Asepta/Bio,RIGIPS,M2,6.9,,600,600,,8,,1,pełna paleta
BASE 31,RIGIPS,M2,8,,600,600,,10,,1,pełna paleta
BASE 31,RIGIPS,M2,8,,1200,600,,10,,1,pełna paleta
BASE 31,RIGIPS,M2,7.66,,600,600,,10,,1,pełna paleta
BASE 31,RIGIPS,M2,7.66,,600,600,,10,,1,pełna paleta
BASE 31,RIGIPS,M2,9.15,,600,600,,12.5,,1,pełna paleta
LINE 4,RIGIPS,M2,6.56,,600,600,,10,,1,pełna paleta
LINE 4,RIGIPS,M2,6.56,,1200,600,,10,,1,pełna paleta
LINE 4,RIGIPS,M2,6.22,,600,600,,10,,1,pełna paleta
LINE 4,RIGIPS,M2,7.5,,600,600,,12.5,,1,pełna paleta
POINT 11,RIGIPS,M2,7.04,,600,600,,10,,1,pełna paleta
POINT 11,RIGIPS,M2,7.04,,1200,600,,10,,1,pełna paleta
POINT 11,RIGIPS,M2,6.7,,600,600,,10,,1,pełna paleta
POINT 11,RIGIPS,M2,6.7,,600,600,,10,,1,pełna paleta
POINT 11,RIGIPS,M2,8.05,,600,600,,12.5,,1,pełna paleta
